catalog_index,group_name,clean_part_name,material_name
1716,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,IMPORTED1Material0
1717,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1718,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,IMPORTED1Material0
1719,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 FRAME_RGZ0048A_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 FRAME_RGZ0048A_16,IMPORTED1Material0
1720,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829061040_14,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829061040_14,___2Material0
1721,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_28,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_28,___________O__1Material0
1722,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,___2Material0
1723,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,CAP_0603Material1
1724,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_13,___2Material0
1725,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 1_6,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 1_6,1_2Material0
1726,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Vishay_logo_1,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Vishay_logo_1,Linked_Body__9_Material0
1727,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Vishay_logo_2,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Vishay_logo_2,Linked_Body__9_Material0
1728,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 SHF_First_Position_Indicator,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 SHF_First_Position_Indicator,Extrude__5_Material0
1729,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 APTF1616_1,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 APTF1616_1,Linked_Body__9_Material0
1730,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 FRAME_RGZ0048A_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 FRAME_RGZ0048A_17,IMPORTED1Material0
1731,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Terminals_6,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Terminals_6,IMPORTED1Material0
1732,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1733,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1734,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1735,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1736,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1737,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1738,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1739,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1740,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1741,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1742,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1743,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1744,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1745,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,RES_0402Material1
1746,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1747,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,IMPORTED1Material0
1748,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1749,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,IMPORTED1Material0
1750,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1751,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,IMPORTED1Material0
1752,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,Linked_Body__9_Material0
1753,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_18,IMPORTED1Material0
1754,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Texas_Instruments_3,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Texas_Instruments_3,Split_Body__110_Material0
1755,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1756,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,RES_0402Material1
1757,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1758,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,RES_0402Material1
1759,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1760,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,RES_0402Material1
1761,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1762,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,RES_0402Material1
1763,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1764,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,IMPORTED1Material0
1765,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1766,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,IMPORTED1Material0
1767,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1768,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,IMPORTED1Material0
1769,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1770,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,IMPORTED1Material0
1771,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,Linked_Body__9_Material0
1772,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0603,IMPORTED1Material0
