catalog_index,group_name,clean_part_name,material_name
10409,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10410,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,RES_0402Material1
10411,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10412,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,RES_0402Material1
10413,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10414,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,RES_0402Material1
10415,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10416,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,IMPORTED1Material0
10417,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10418,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,IMPORTED1Material0
10419,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10420,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,IMPORTED1Material0
10421,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,Linked_Body__9_Material0
10422,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES_0402_219,IMPORTED1Material0
10423,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_8,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_8,___2Material0
10424,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_6,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_6,IMPORTED1Material0
10425,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_318,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_318,ExtrudedMaterial0
10426,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,___2Material0
10427,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,CAP_0603Material1
10428,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN CAP_0603_20,___2Material0
10429,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_6,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_6,ICM_42688_P__3DModel_STEP_56544Material0
10430,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_49,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_49,1_2Material0
10431,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_319,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_319,Extruded_5Material0
10432,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN TI_Logo_1mm_4,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN TI_Logo_1mm_4,Linked_Body__9_Material0
10433,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_50,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_50,1_2Material0
10434,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,___________O__1Material0
10435,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,Linked_Body__9_Material0
10436,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,___________O__1Material0
10437,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,Linked_Body__9_Material0
10438,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_12,___________O__1Material0
10439,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_19,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_19,IMPORTED1Material0
10440,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_320,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_320,ExtrudedMaterial0
10441,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_7,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_7,IMPORTED1Material0
10442,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_15_4_1_1,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_15_4_1_1,IMPORTED1Material0
10443,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Bourns_15,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Bourns_15,Split_Body__110_Material0
10444,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_321,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_321,ExtrudedMaterial0
10445,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_322,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_322,ExtrudedMaterial0
10446,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN terminals,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN terminals,IMPORTED1Material0
10447,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_13,Extrude__2__3Material0
10448,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_323,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_323,ExtrudedMaterial0
10449,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_324,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_324,ExtrudedMaterial0
10450,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Pins_3,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Pins_3,IMPORTED1Material0
10451,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_9,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_9,Linked_Body__3_Material0
10452,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_325,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_325,Extruded_5Material0
10453,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Murata_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Murata_13,Split_Body__110_Material0
